sales,date,region
1064.65,2019-12-23,south
1120.37,2019-12-23,east
1002.96,2019-12-23,west
1620.0,2019-12-24,north
1716.0,2019-12-24,south
1674.0,2019-12-24,east
1686.0,2019-12-24,west
5634.36,2019-12-24,north
5454.54,2019-12-24,south
5044.95,2019-12-24,east
5344.650000000001,2019-12-24,west
1290.0,2019-12-24,north
1422.5,2019-12-24,south
1487.5,2019-12-24,east
1255.0,2019-12-24,west
1671.0,2019-12-24,north
1722.0,2019-12-24,south
1608.0,2019-12-24,east
1662.0,2019-12-24,west
736.25,2019-12-24,north
748.75,2019-12-24,south
635.0,2019-12-24,east
686.25,2019-12-24,west
2604.78,2019-12-24,north
2539.9100000000003,2019-12-24,south
2914.1600000000003,2019-12-24,east
2664.6600000000003,2019-12-24,west
1138.28,2019-12-24,north
1058.68,2019-12-24,south
998.98,2019-12-24,east
1102.46,2019-12-24,west
1752.0,2019-12-25,north
1725.0,2019-12-25,south
1545.0,2019-12-25,east
1506.0,2019-12-25,west
5994.0,2019-12-25,north
5754.24,2019-12-25,south
5714.28,2019-12-25,east
5794.2,2019-12-25,west
1347.5,2019-12-25,north
1297.5,2019-12-25,south
1292.5,2019-12-25,east
1402.5,2019-12-25,west
1704.0,2019-12-25,north
1689.0,2019-12-25,south
1665.0,2019-12-25,east
1677.0,2019-12-25,west
750.0,2019-12-25,north
655.0,2019-12-25,south
656.25,2019-12-25,east
670.0,2019-12-25,west
2914.1600000000003,2019-12-25,north
2574.84,2019-12-25,south
2514.96,2019-12-25,east
2594.8,2019-12-25,west
1016.89,2019-12-25,north
1092.51,2019-12-25,south
1136.29,2019-12-25,east
1030.82,2019-12-25,west
1539.0,2019-12-26,north
1716.0,2019-12-26,south
1500.0,2019-12-26,east
1794.0,2019-12-26,west
5164.83,2019-12-26,north
5874.12,2019-12-26,south
5824.17,2019-12-26,east
5524.47,2019-12-26,west
1427.5,2019-12-26,north
1340.0,2019-12-26,south
1307.5,2019-12-26,east
1430.0,2019-12-26,west
1683.0,2019-12-26,north
1800.0,2019-12-26,south
1770.0,2019-12-26,east
1503.0,2019-12-26,west
648.75,2019-12-26,north
706.25,2019-12-26,south
676.25,2019-12-26,east
666.25,2019-12-26,west
2984.02,2019-12-26,north
2794.4,2019-12-26,south
2574.84,2019-12-26,east
2804.38,2019-12-26,west
1086.54,2019-12-26,north
1124.35,2019-12-26,south
1048.73,2019-12-26,east
1174.1,2019-12-26,west
1716.0,2019-12-27,north
1665.0,2019-12-27,south
1557.0,2019-12-27,east
1620.0,2019-12-27,west
5584.41,2019-12-27,north
5434.56,2019-12-27,south
5574.42,2019-12-27,east
5424.57,2019-12-27,west
1290.0,2019-12-27,north
1495.0,2019-12-27,south
1460.0,2019-12-27,east
1322.5,2019-12-27,west
1776.0,2019-12-27,north
1695.0,2019-12-27,south
1668.0,2019-12-27,east
1512.0,2019-12-27,west
685.0,2019-12-27,north
628.75,2019-12-27,south
711.25,2019-12-27,east
706.25,2019-12-27,west
2654.6800000000003,2019-12-27,north
2894.2000000000003,2019-12-27,south
2614.76,2019-12-27,east
2495.0,2019-12-27,west
1036.79,2019-12-27,north
1106.44,2019-12-27,south
1068.6299999999999,2019-12-27,east
1004.95,2019-12-27,west
1779.0,2019-12-28,north
1779.0,2019-12-28,south
1752.0,2019-12-28,east
1773.0,2019-12-28,west
5324.67,2019-12-28,north
5874.12,2019-12-28,south
5034.96,2019-12-28,east
5344.650000000001,2019-12-28,west
1365.0,2019-12-28,north
1500.0,2019-12-28,south
1315.0,2019-12-28,east
1340.0,2019-12-28,west
1668.0,2019-12-28,north
1554.0,2019-12-28,south
1551.0,2019-12-28,east
1581.0,2019-12-28,west
638.75,2019-12-28,north
731.25,2019-12-28,south
668.75,2019-12-28,east
680.0,2019-12-28,west
2969.05,2019-12-28,north
2669.65,2019-12-28,south
2979.03,2019-12-28,east
2609.77,2019-12-28,west
1122.36,2019-12-28,north
1078.58,2019-12-28,south
1018.88,2019-12-28,east
1036.79,2019-12-28,west
1800.0,2019-12-29,north
1773.0,2019-12-29,south
1767.0,2019-12-29,east
1683.0,2019-12-29,west
5134.86,2019-12-29,north
5344.650000000001,2019-12-29,south
5604.39,2019-12-29,east
5004.99,2019-12-29,west
1427.5,2019-12-29,north
1307.5,2019-12-29,south
1355.0,2019-12-29,east
1300.0,2019-12-29,west
1632.0,2019-12-29,north
1596.0,2019-12-29,south
1767.0,2019-12-29,east
1782.0,2019-12-29,west
727.5,2019-12-29,north
741.25,2019-12-29,south
696.25,2019-12-29,east
708.75,2019-12-29,west
2924.1400000000003,2019-12-29,north
2634.7200000000003,2019-12-29,south
2844.3,2019-12-29,east
2969.05,2019-12-29,west
1084.55,2019-12-29,north
1106.44,2019-12-29,south
1008.93,2019-12-29,east
1126.34,2019-12-29,west
1542.0,2019-12-30,north
1728.0,2019-12-30,south
1569.0,2019-12-30,east
1659.0,2019-12-30,west
5804.1900000000005,2019-12-30,north
5484.51,2019-12-30,south
5204.79,2019-12-30,east
5064.93,2019-12-30,west
1387.5,2019-12-30,north
1405.0,2019-12-30,south
1445.0,2019-12-30,east
1312.5,2019-12-30,west
1524.0,2019-12-30,north
1659.0,2019-12-30,south
1668.0,2019-12-30,east
1509.0,2019-12-30,west
661.25,2019-12-30,north
700.0,2019-12-30,south
735.0,2019-12-30,east
641.25,2019-12-30,west
2634.7200000000003,2019-12-30,north
2514.96,2019-12-30,south
2979.03,2019-12-30,east
2679.63,2019-12-30,west
1094.5,2019-12-30,north
1020.87,2019-12-30,south
1108.43,2019-12-30,east
1060.67,2019-12-30,west
1581.0,2019-12-31,north
1713.0,2019-12-31,south
1533.0,2019-12-31,east
1692.0,2019-12-31,west
5884.11,2019-12-31,north
5784.21,2019-12-31,south
5524.47,2019-12-31,east
5364.63,2019-12-31,west
1277.5,2019-12-31,north
1367.5,2019-12-31,south
1462.5,2019-12-31,east
1452.5,2019-12-31,west
1767.0,2019-12-31,north
1776.0,2019-12-31,south
1599.0,2019-12-31,east
1680.0,2019-12-31,west
715.0,2019-12-31,north
650.0,2019-12-31,south
725.0,2019-12-31,east
642.5,2019-12-31,west
2994.0,2019-12-31,north
2839.31,2019-12-31,south
2844.3,2019-12-31,east
2929.13,2019-12-31,west
1048.73,2019-12-31,north
1062.66,2019-12-31,south
1192.01,2019-12-31,east
1178.08,2019-12-31,west
1506.0,2020-01-01,north
1659.0,2020-01-01,south
1719.0,2020-01-01,east
1704.0,2020-01-01,west
5364.63,2020-01-01,north
5534.46,2020-01-01,south
5344.650000000001,2020-01-01,east
5494.5,2020-01-01,west
1475.0,2020-01-01,north
1500.0,2020-01-01,south
1325.0,2020-01-01,east
1387.5,2020-01-01,west
1551.0,2020-01-01,north
1782.0,2020-01-01,south
1599.0,2020-01-01,east
1503.0,2020-01-01,west
707.5,2020-01-01,north
650.0,2020-01-01,south
690.0,2020-01-01,east
726.25,2020-01-01,west
2599.79,2020-01-01,north
2689.61,2020-01-01,south
2514.96,2020-01-01,east
2769.4500000000003,2020-01-01,west
1132.31,2020-01-01,north
1178.08,2020-01-01,south
1102.46,2020-01-01,east
1174.1,2020-01-01,west
1767.0,2020-01-02,north
1542.0,2020-01-02,south
1542.0,2020-01-02,east
1629.0,2020-01-02,west
5504.49,2020-01-02,north
5884.11,2020-01-02,south
5784.21,2020-01-02,east
5354.64,2020-01-02,west
1280.0,2020-01-02,north
1332.5,2020-01-02,south
1295.0,2020-01-02,east
1362.5,2020-01-02,west
1791.0,2020-01-02,north
1533.0,2020-01-02,south
1542.0,2020-01-02,east
1698.0,2020-01-02,west
665.0,2020-01-02,north
730.0,2020-01-02,south
640.0,2020-01-02,east
738.75,2020-01-02,west
2534.92,2020-01-02,north
2654.6800000000003,2020-01-02,south
2979.03,2020-01-02,east
2989.01,2020-01-02,west
1108.43,2020-01-02,north
1112.41,2020-01-02,south
1062.66,2020-01-02,east
996.99,2020-01-02,west
1659.0,2020-01-03,north
1539.0,2020-01-03,south
1734.0,2020-01-03,east
1761.0,2020-01-03,west
5174.82,2020-01-03,north
5974.02,2020-01-03,south
5344.650000000001,2020-01-03,east
5274.72,2020-01-03,west
1322.5,2020-01-03,north
1335.0,2020-01-03,south
1415.0,2020-01-03,east
1255.0,2020-01-03,west
1716.0,2020-01-03,north
1746.0,2020-01-03,south
1794.0,2020-01-03,east
1701.0,2020-01-03,west
655.0,2020-01-03,north
688.75,2020-01-03,south
648.75,2020-01-03,east
701.25,2020-01-03,west
2704.58,2020-01-03,north
2839.31,2020-01-03,south
2719.55,2020-01-03,east
2549.8900000000003,2020-01-03,west
1148.23,2020-01-03,north
1044.75,2020-01-03,south
1166.14,2020-01-03,east
1140.27,2020-01-03,west
1560.0,2020-01-04,north
1767.0,2020-01-04,south
1791.0,2020-01-04,east
1632.0,2020-01-04,west
5684.31,2020-01-04,north
5134.86,2020-01-04,south
5864.13,2020-01-04,east
5524.47,2020-01-04,west
1495.0,2020-01-04,north
1467.5,2020-01-04,south
1305.0,2020-01-04,east
1357.5,2020-01-04,west
1773.0,2020-01-04,north
1644.0,2020-01-04,south
1704.0,2020-01-04,east
1659.0,2020-01-04,west
681.25,2020-01-04,north
707.5,2020-01-04,south
703.75,2020-01-04,east
730.0,2020-01-04,west
2714.56,2020-01-04,north
2514.96,2020-01-04,south
2794.4,2020-01-04,east
2509.9700000000003,2020-01-04,west
1080.57,2020-01-04,north
1114.4,2020-01-04,south
1042.76,2020-01-04,east
1172.11,2020-01-04,west
1716.0,2020-01-05,north
1536.0,2020-01-05,south
1662.0,2020-01-05,east
1680.0,2020-01-05,west
5294.7,2020-01-05,north
5904.09,2020-01-05,south
5094.900000000001,2020-01-05,east
5524.47,2020-01-05,west
1257.5,2020-01-05,north
1390.0,2020-01-05,south
1250.0,2020-01-05,east
1302.5,2020-01-05,west
1716.0,2020-01-05,north
1500.0,2020-01-05,south
1656.0,2020-01-05,east
1500.0,2020-01-05,west
692.5,2020-01-05,north
700.0,2020-01-05,south
675.0,2020-01-05,east
647.5,2020-01-05,west
2874.2400000000002,2020-01-05,north
2804.38,2020-01-05,south
2689.61,2020-01-05,east
2749.4900000000002,2020-01-05,west
1008.93,2020-01-05,north
1128.33,2020-01-05,south
1000.97,2020-01-05,east
1168.1299999999999,2020-01-05,west
1689.0,2020-01-06,north
1779.0,2020-01-06,south
1512.0,2020-01-06,east
1578.0,2020-01-06,west
5914.08,2020-01-06,north
5724.27,2020-01-06,south
5844.150000000001,2020-01-06,east
5364.63,2020-01-06,west
1352.5,2020-01-06,north
1455.0,2020-01-06,south
1327.5,2020-01-06,east
1430.0,2020-01-06,west
1755.0,2020-01-06,north
1743.0,2020-01-06,south
1548.0,2020-01-06,east
1653.0,2020-01-06,west
663.75,2020-01-06,north
720.0,2020-01-06,south
642.5,2020-01-06,east
667.5,2020-01-06,west
2734.52,2020-01-06,north
2679.63,2020-01-06,south
2844.3,2020-01-06,east
2619.75,2020-01-06,west
1116.39,2020-01-06,north
1116.39,2020-01-06,south
1040.77,2020-01-06,east
1180.07,2020-01-06,west
1560.0,2020-01-07,north
1581.0,2020-01-07,south
1677.0,2020-01-07,east
1599.0,2020-01-07,west
5954.04,2020-01-07,north
5614.38,2020-01-07,south
5034.96,2020-01-07,east
4995.0,2020-01-07,west
1427.5,2020-01-07,north
1307.5,2020-01-07,south
1360.0,2020-01-07,east
1497.5,2020-01-07,west
1692.0,2020-01-07,north
1500.0,2020-01-07,south
1575.0,2020-01-07,east
1617.0,2020-01-07,west
727.5,2020-01-07,north
696.25,2020-01-07,south
722.5,2020-01-07,east
692.5,2020-01-07,west
2819.35,2020-01-07,north
2914.1600000000003,2020-01-07,south
2594.8,2020-01-07,east
2734.52,2020-01-07,west
1100.47,2020-01-07,north
1072.61,2020-01-07,south
1020.87,2020-01-07,east
1118.3799999999999,2020-01-07,west
1713.0,2020-01-08,north
1800.0,2020-01-08,south
1767.0,2020-01-08,east
1752.0,2020-01-08,west
5074.92,2020-01-08,north
5484.51,2020-01-08,south
5644.35,2020-01-08,east
5924.07,2020-01-08,west
1327.5,2020-01-08,north
1452.5,2020-01-08,south
1405.0,2020-01-08,east
1360.0,2020-01-08,west
1605.0,2020-01-08,north
1785.0,2020-01-08,south
1734.0,2020-01-08,east
1629.0,2020-01-08,west
740.0,2020-01-08,north
647.5,2020-01-08,south
691.25,2020-01-08,east
728.75,2020-01-08,west
2679.63,2020-01-08,north
2679.63,2020-01-08,south
2659.67,2020-01-08,east
2949.09,2020-01-08,west
1034.8,2020-01-08,north
1086.54,2020-01-08,south
1054.7,2020-01-08,east
1104.45,2020-01-08,west
1509.0,2020-01-09,north
1539.0,2020-01-09,south
1671.0,2020-01-09,east
1668.0,2020-01-09,west
5004.99,2020-01-09,north
5944.05,2020-01-09,south
5194.8,2020-01-09,east
5634.36,2020-01-09,west
1460.0,2020-01-09,north
1292.5,2020-01-09,south
1332.5,2020-01-09,east
1437.5,2020-01-09,west
1767.0,2020-01-09,north
1740.0,2020-01-09,south
1611.0,2020-01-09,east
1596.0,2020-01-09,west
742.5,2020-01-09,north
738.75,2020-01-09,south
651.25,2020-01-09,east
700.0,2020-01-09,west
2789.4100000000003,2020-01-09,north
2864.26,2020-01-09,south
2899.19,2020-01-09,east
2529.9300000000003,2020-01-09,west
1116.39,2020-01-09,north
1106.44,2020-01-09,south
1194.0,2020-01-09,east
1080.57,2020-01-09,west
1692.0,2020-01-10,north
1584.0,2020-01-10,south
1710.0,2020-01-10,east
1686.0,2020-01-10,west
5144.85,2020-01-10,north
5394.6,2020-01-10,south
5834.16,2020-01-10,east
5934.06,2020-01-10,west
1447.5,2020-01-10,north
1435.0,2020-01-10,south
1320.0,2020-01-10,east
1477.5,2020-01-10,west
1635.0,2020-01-10,north
1500.0,2020-01-10,south
1740.0,2020-01-10,east
1695.0,2020-01-10,west
633.75,2020-01-10,north
706.25,2020-01-10,south
678.75,2020-01-10,east
690.0,2020-01-10,west
2904.1800000000003,2020-01-10,north
2824.34,2020-01-10,south
2929.13,2020-01-10,east
2879.23,2020-01-10,west
1084.55,2020-01-10,north
1008.93,2020-01-10,south
1112.41,2020-01-10,east
1054.7,2020-01-10,west
1617.0,2020-01-11,north
1665.0,2020-01-11,south
1722.0,2020-01-11,east
1551.0,2020-01-11,west
5764.2300000000005,2020-01-11,north
5864.13,2020-01-11,south
5034.96,2020-01-11,east
5534.46,2020-01-11,west
1462.5,2020-01-11,north
1325.0,2020-01-11,south
1480.0,2020-01-11,east
1297.5,2020-01-11,west
1725.0,2020-01-11,north
1620.0,2020-01-11,south
1551.0,2020-01-11,east
1623.0,2020-01-11,west
712.5,2020-01-11,north
722.5,2020-01-11,south
722.5,2020-01-11,east
673.75,2020-01-11,west
2729.53,2020-01-11,north
2754.48,2020-01-11,south
2859.27,2020-01-11,east
2979.03,2020-01-11,west
995.0,2020-01-11,north
1004.95,2020-01-11,south
1192.01,2020-01-11,east
1162.16,2020-01-11,west
1620.0,2020-01-12,north
1791.0,2020-01-12,south
1662.0,2020-01-12,east
1656.0,2020-01-12,west
5044.95,2020-01-12,north
5974.02,2020-01-12,south
5474.52,2020-01-12,east
5544.45,2020-01-12,west
1397.5,2020-01-12,north
1367.5,2020-01-12,south
1272.5,2020-01-12,east
1497.5,2020-01-12,west
1746.0,2020-01-12,north
1692.0,2020-01-12,south
1791.0,2020-01-12,east
1728.0,2020-01-12,west
721.25,2020-01-12,north
673.75,2020-01-12,south
656.25,2020-01-12,east
675.0,2020-01-12,west
2924.1400000000003,2020-01-12,north
2974.04,2020-01-12,south
2629.73,2020-01-12,east
2729.53,2020-01-12,west
1084.55,2020-01-12,north
1160.17,2020-01-12,south
1074.6,2020-01-12,east
1008.93,2020-01-12,west
1644.0,2020-01-13,north
1659.0,2020-01-13,south
1740.0,2020-01-13,east
1668.0,2020-01-13,west
5144.85,2020-01-13,north
5194.8,2020-01-13,south
5124.87,2020-01-13,east
5754.24,2020-01-13,west
1345.0,2020-01-13,north
1250.0,2020-01-13,south
1405.0,2020-01-13,east
1500.0,2020-01-13,west
1785.0,2020-01-13,north
1578.0,2020-01-13,south
1554.0,2020-01-13,east
1599.0,2020-01-13,west
661.25,2020-01-13,north
646.25,2020-01-13,south
698.75,2020-01-13,east
735.0,2020-01-13,west
2644.7000000000003,2020-01-13,north
2764.46,2020-01-13,south
2499.9900000000002,2020-01-13,east
2954.08,2020-01-13,west
1082.56,2020-01-13,north
1190.02,2020-01-13,south
1028.83,2020-01-13,east
1046.74,2020-01-13,west
1566.0,2020-01-14,north
1575.0,2020-01-14,south
1566.0,2020-01-14,east
1578.0,2020-01-14,west
5734.26,2020-01-14,north
5204.79,2020-01-14,south
5434.56,2020-01-14,east
5914.08,2020-01-14,west
1267.5,2020-01-14,north
1277.5,2020-01-14,south
1485.0,2020-01-14,east
1277.5,2020-01-14,west
1707.0,2020-01-14,north
1560.0,2020-01-14,south
1623.0,2020-01-14,east
1791.0,2020-01-14,west
637.5,2020-01-14,north
722.5,2020-01-14,south
703.75,2020-01-14,east
691.25,2020-01-14,west
2654.6800000000003,2020-01-14,north
2909.17,2020-01-14,south
2669.65,2020-01-14,east
2554.88,2020-01-14,west
1076.59,2020-01-14,north
1054.7,2020-01-14,south
1042.76,2020-01-14,east
1180.07,2020-01-14,west
1737.0,2020-01-15,north
1596.0,2020-01-15,south
1776.0,2020-01-15,east
1638.0,2020-01-15,west
5844.150000000001,2020-01-15,north
5654.34,2020-01-15,south
5794.2,2020-01-15,east
5054.9400000000005,2020-01-15,west
1425.0,2020-01-15,north
1282.5,2020-01-15,south
1402.5,2020-01-15,east
1315.0,2020-01-15,west
1671.0,2020-01-15,north
1509.0,2020-01-15,south
1659.0,2020-01-15,east
1554.0,2020-01-15,west
636.25,2020-01-15,north
708.75,2020-01-15,south
730.0,2020-01-15,east
731.25,2020-01-15,west
2809.3700000000003,2020-01-15,north
2599.79,2020-01-15,south
2919.15,2020-01-15,east
2794.4,2020-01-15,west
1150.22,2020-01-15,north
1088.53,2020-01-15,south
1074.6,2020-01-15,east
1044.75,2020-01-15,west
1749.0,2020-01-16,north
1752.0,2020-01-16,south
1635.0,2020-01-16,east
1581.0,2020-01-16,west
5904.09,2020-01-16,north
5934.06,2020-01-16,south
5044.95,2020-01-16,east
5534.46,2020-01-16,west
1295.0,2020-01-16,north
1255.0,2020-01-16,south
1425.0,2020-01-16,east
1425.0,2020-01-16,west
1614.0,2020-01-16,north
1770.0,2020-01-16,south
1563.0,2020-01-16,east
1725.0,2020-01-16,west
626.25,2020-01-16,north
732.5,2020-01-16,south
692.5,2020-01-16,east
731.25,2020-01-16,west
2854.28,2020-01-16,north
2844.3,2020-01-16,south
2699.59,2020-01-16,east
2495.0,2020-01-16,west
1074.6,2020-01-16,north
1020.87,2020-01-16,south
1016.89,2020-01-16,east
1144.25,2020-01-16,west
1521.0,2020-01-17,north
1536.0,2020-01-17,south
1665.0,2020-01-17,east
1782.0,2020-01-17,west
5554.4400000000005,2020-01-17,north
5264.7300000000005,2020-01-17,south
5914.08,2020-01-17,east
5964.03,2020-01-17,west
1490.0,2020-01-17,north
1362.5,2020-01-17,south
1315.0,2020-01-17,east
1295.0,2020-01-17,west
1710.0,2020-01-17,north
1701.0,2020-01-17,south
1590.0,2020-01-17,east
1749.0,2020-01-17,west
715.0,2020-01-17,north
671.25,2020-01-17,south
643.75,2020-01-17,east
701.25,2020-01-17,west
2634.7200000000003,2020-01-17,north
2769.4500000000003,2020-01-17,south
2589.81,2020-01-17,east
2754.48,2020-01-17,west
1170.12,2020-01-17,north
1036.79,2020-01-17,south
1194.0,2020-01-17,east
1162.16,2020-01-17,west
1650.0,2020-01-18,north
1749.0,2020-01-18,south
1797.0,2020-01-18,east
1650.0,2020-01-18,west
5844.150000000001,2020-01-18,north
5494.5,2020-01-18,south
5414.58,2020-01-18,east
5644.35,2020-01-18,west
1372.5,2020-01-18,north
1270.0,2020-01-18,south
1275.0,2020-01-18,east
1455.0,2020-01-18,west
1770.0,2020-01-18,north
1668.0,2020-01-18,south
1656.0,2020-01-18,east
1758.0,2020-01-18,west
706.25,2020-01-18,north
641.25,2020-01-18,south
720.0,2020-01-18,east
636.25,2020-01-18,west
2574.84,2020-01-18,north
2599.79,2020-01-18,south
2979.03,2020-01-18,east
2594.8,2020-01-18,west
1106.44,2020-01-18,north
1120.37,2020-01-18,south
1010.92,2020-01-18,east
1088.53,2020-01-18,west
1608.0,2020-01-19,north
1608.0,2020-01-19,south
1575.0,2020-01-19,east
1590.0,2020-01-19,west
5274.72,2020-01-19,north
5514.4800000000005,2020-01-19,south
5674.32,2020-01-19,east
5504.49,2020-01-19,west
1492.5,2020-01-19,north
1352.5,2020-01-19,south
1477.5,2020-01-19,east
1267.5,2020-01-19,west
1647.0,2020-01-19,north
1617.0,2020-01-19,south
1515.0,2020-01-19,east
1599.0,2020-01-19,west
645.0,2020-01-19,north
743.75,2020-01-19,south
635.0,2020-01-19,east
693.75,2020-01-19,west
2609.77,2020-01-19,north
2559.87,2020-01-19,south
2859.27,2020-01-19,east
2734.52,2020-01-19,west
1132.31,2020-01-19,north
1052.71,2020-01-19,south
1056.69,2020-01-19,east
1152.21,2020-01-19,west
1665.0,2020-01-20,north
1596.0,2020-01-20,south
1581.0,2020-01-20,east
1695.0,2020-01-20,west
5864.13,2020-01-20,north
5354.64,2020-01-20,south
5964.03,2020-01-20,east
5614.38,2020-01-20,west
1372.5,2020-01-20,north
1285.0,2020-01-20,south
1440.0,2020-01-20,east
1467.5,2020-01-20,west
1611.0,2020-01-20,north
1509.0,2020-01-20,south
1590.0,2020-01-20,east
1797.0,2020-01-20,west
706.25,2020-01-20,north
731.25,2020-01-20,south
646.25,2020-01-20,east
627.5,2020-01-20,west
2749.4900000000002,2020-01-20,north
2634.7200000000003,2020-01-20,south
2694.6,2020-01-20,east
2609.77,2020-01-20,west
1068.6299999999999,2020-01-20,north
1178.08,2020-01-20,south
1152.21,2020-01-20,east
1176.09,2020-01-20,west
1647.0,2020-01-21,north
1776.0,2020-01-21,south
1719.0,2020-01-21,east
1578.0,2020-01-21,west
5534.46,2020-01-21,north
5514.4800000000005,2020-01-21,south
5864.13,2020-01-21,east
5454.54,2020-01-21,west
1485.0,2020-01-21,north
1442.5,2020-01-21,south
1287.5,2020-01-21,east
1442.5,2020-01-21,west
1758.0,2020-01-21,north
1704.0,2020-01-21,south
1611.0,2020-01-21,east
1641.0,2020-01-21,west
742.5,2020-01-21,north
695.0,2020-01-21,south
688.75,2020-01-21,east
723.75,2020-01-21,west
2864.26,2020-01-21,north
2514.96,2020-01-21,south
2939.11,2020-01-21,east
2554.88,2020-01-21,west
1002.96,2020-01-21,north
1046.74,2020-01-21,south
1010.92,2020-01-21,east
1034.8,2020-01-21,west
1503.0,2020-01-22,north
1569.0,2020-01-22,south
1731.0,2020-01-22,east
1551.0,2020-01-22,west
5134.86,2020-01-22,north
5264.7300000000005,2020-01-22,south
5944.05,2020-01-22,east
5294.7,2020-01-22,west
1317.5,2020-01-22,north
1465.0,2020-01-22,south
1485.0,2020-01-22,east
1435.0,2020-01-22,west
1677.0,2020-01-22,north
1632.0,2020-01-22,south
1701.0,2020-01-22,east
1716.0,2020-01-22,west
686.25,2020-01-22,north
640.0,2020-01-22,south
742.5,2020-01-22,east
640.0,2020-01-22,west
2709.57,2020-01-22,north
2819.35,2020-01-22,south
2879.23,2020-01-22,east
2874.2400000000002,2020-01-22,west
1152.21,2020-01-22,north
1062.66,2020-01-22,south
1018.88,2020-01-22,east
1034.8,2020-01-22,west
1626.0,2020-01-23,north
1518.0,2020-01-23,south
1575.0,2020-01-23,east
1611.0,2020-01-23,west
5334.66,2020-01-23,north
5824.17,2020-01-23,south
5724.27,2020-01-23,east
5154.84,2020-01-23,west
1462.5,2020-01-23,north
1310.0,2020-01-23,south
1385.0,2020-01-23,east
1487.5,2020-01-23,west
1548.0,2020-01-23,north
1644.0,2020-01-23,south
1737.0,2020-01-23,east
1767.0,2020-01-23,west
716.25,2020-01-23,north
697.5,2020-01-23,south
661.25,2020-01-23,east
655.0,2020-01-23,west
2534.92,2020-01-23,north
2819.35,2020-01-23,south
2704.58,2020-01-23,east
2894.2000000000003,2020-01-23,west
1132.31,2020-01-23,north
1060.67,2020-01-23,south
1098.48,2020-01-23,east
1040.77,2020-01-23,west
1629.0,2020-01-24,north
1704.0,2020-01-24,south
1656.0,2020-01-24,east
1554.0,2020-01-24,west
5024.97,2020-01-24,north
5254.74,2020-01-24,south
5624.37,2020-01-24,east
5844.150000000001,2020-01-24,west
1315.0,2020-01-24,north
1255.0,2020-01-24,south
1460.0,2020-01-24,east
1375.0,2020-01-24,west
1599.0,2020-01-24,north
1731.0,2020-01-24,south
1626.0,2020-01-24,east
1767.0,2020-01-24,west
660.0,2020-01-24,north
685.0,2020-01-24,south
730.0,2020-01-24,east
705.0,2020-01-24,west
2904.1800000000003,2020-01-24,north
2574.84,2020-01-24,south
2524.94,2020-01-24,east
2844.3,2020-01-24,west
1124.35,2020-01-24,north
1162.16,2020-01-24,south
1098.48,2020-01-24,east
1042.76,2020-01-24,west
1575.0,2020-01-25,north
1638.0,2020-01-25,south
1635.0,2020-01-25,east
1548.0,2020-01-25,west
5184.81,2020-01-25,north
5614.38,2020-01-25,south
5814.18,2020-01-25,east
5414.58,2020-01-25,west
1252.5,2020-01-25,north
1495.0,2020-01-25,south
1342.5,2020-01-25,east
1490.0,2020-01-25,west
1524.0,2020-01-25,north
1743.0,2020-01-25,south
1767.0,2020-01-25,east
1713.0,2020-01-25,west
678.75,2020-01-25,north
626.25,2020-01-25,south
741.25,2020-01-25,east
728.75,2020-01-25,west
2714.56,2020-01-25,north
2729.53,2020-01-25,south
2779.4300000000003,2020-01-25,east
2694.6,2020-01-25,west
1076.59,2020-01-25,north
1120.37,2020-01-25,south
1112.41,2020-01-25,east
1060.67,2020-01-25,west
1710.0,2020-01-26,north
1584.0,2020-01-26,south
1716.0,2020-01-26,east
1602.0,2020-01-26,west
5604.39,2020-01-26,north
5014.9800000000005,2020-01-26,south
5184.81,2020-01-26,east
5064.93,2020-01-26,west
1302.5,2020-01-26,north
1450.0,2020-01-26,south
1447.5,2020-01-26,east
1495.0,2020-01-26,west
1593.0,2020-01-26,north
1530.0,2020-01-26,south
1731.0,2020-01-26,east
1764.0,2020-01-26,west
738.75,2020-01-26,north
687.5,2020-01-26,south
677.5,2020-01-26,east
660.0,2020-01-26,west
2549.8900000000003,2020-01-26,north
2714.56,2020-01-26,south
2644.7000000000003,2020-01-26,east
2544.9,2020-01-26,west
1176.09,2020-01-26,north
1178.08,2020-01-26,south
1190.02,2020-01-26,east
1072.61,2020-01-26,west
1569.0,2020-01-27,north
1506.0,2020-01-27,south
1671.0,2020-01-27,east
1584.0,2020-01-27,west
5304.6900000000005,2020-01-27,north
5454.54,2020-01-27,south
5054.9400000000005,2020-01-27,east
5044.95,2020-01-27,west
1265.0,2020-01-27,north
1370.0,2020-01-27,south
1417.5,2020-01-27,east
1365.0,2020-01-27,west
1557.0,2020-01-27,north
1506.0,2020-01-27,south
1800.0,2020-01-27,east
1767.0,2020-01-27,west
657.5,2020-01-27,north
685.0,2020-01-27,south
741.25,2020-01-27,east
668.75,2020-01-27,west
2524.94,2020-01-27,north
2909.17,2020-01-27,south
2774.44,2020-01-27,east
2809.3700000000003,2020-01-27,west
1160.17,2020-01-27,north
1130.32,2020-01-27,south
1144.25,2020-01-27,east
1166.14,2020-01-27,west
1689.0,2020-01-28,north
1773.0,2020-01-28,south
1647.0,2020-01-28,east
1503.0,2020-01-28,west
5644.35,2020-01-28,north
5404.59,2020-01-28,south
5424.57,2020-01-28,east
5934.06,2020-01-28,west
1362.5,2020-01-28,north
1340.0,2020-01-28,south
